URL,Name,Address,Number of Reviews,Hashtag,Phone,Pricing,Cuisine Type,Open Hours
https://www.tripadvisor.com//Restaurant_Review-g186338-d1367698-Reviews-Zayna-London_England.html,Zayna,"25 New Quebec Street Marble Arch, London W1H 7SF England",817,"#1,185",+44 20 7723 2229,$$ - $$$,"[' Indian', ' Asian', ' Pakistani']",12:00 PM - 2:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1936762-Reviews-Bar_Soho-London_England.html,Bar Soho,"23-25 Old Compton Street, London W1D 5JL England",801,"#1,181","23-25 Old Compton Street, London W1D 5JL England",$$ - $$$,[' Bar'],3:00 PM - 12:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6973140-Reviews-Heap_s_Sausages-London_England.html,Heap's Sausages,"8 Nevada Street Greenwich, London SE10 9JL England",336,"#1,190",7:30 AM - 4:00 PM,$,"[' Cafe', ' British']",7:30 AM - 4:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d15182333-Reviews-Harry_s_Bar-London_England.html,Harry's Bar,"30-34 James Street Marylebone, London W1U 1ER England",679,"#1,193",+44 20 3971 9444,$$ - $$$,"[' Italian', ' Cafe', ' European']",10:30 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25370368-Reviews-Bardo_St_James_s-London_England.html,Bardo St James's,"4 Suffolk Place, Haymarket, London SW1Y 4HX England",40,"#5,803",+44 20 3828 2487,$$$$,"[' Italian', ' Bar', ' Mediterranean']",5:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7252264-Reviews-Spring-London_England.html,Spring,"Lancaster Place Somerset House, New Wing, London WC2R 1LA England",690,"#1,190",+44 20 3011 0115,$$$$,"[' British', ' Contemporary', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3359779-Reviews-Cote_Soho-London_England.html,Côte Soho,"124-126 Wardour Street Soho, London W1F 0TY England","1,306","#1,191",+44 20 7287 9280,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",9:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7191171-Reviews-L_Amorosa-London_England.html,L'Amorosa,"278 King Street Ravenscourt Park, London W6 0SP England",192,"#1,194",+44 20 8563 0300,$$ - $$$,"[' Italian', ' Mediterranean', ' Vegetarian Friendly']",6:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1474971-Reviews-Royal_Court_Bar_Kitchen-London_England.html,Royal Court Bar & Kitchen,"50-51 Sloane Square Royal Court Theatre, London SW1W 8AS England",444,"#1,195",+44 20 7565 5000,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",4:30 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d19260282-Reviews-Bustronome-London_England.html,Bustronome,"Coach Bay 40B, Victoria Embankment, London WC2N 6PB England",357,#67,+44 20 3744 5554,$$$$,"[' French', ' European', ' Contemporary']",12:15 PM - 2:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d8118145-Reviews-Bill_s_Baker_Street-London_England.html,Bill’s Baker Street,"119-121 Baker Street, London W1U 6RY England",726,"#1,159",+44 20 7486 7701,$$ - $$$,"[' Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']",8:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d12272530-Reviews-The_Cheese_Bar-London_England.html,The Cheese Bar,"Unit 93-94 Camden Stables, London NW1 8AH England",485,"#1,196",+44 20 7428 6441,$$ - $$$,"[' American', ' British', ' Vegetarian Friendly']",12:00 PM - 7:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3459539-Reviews-Cicchetti-London_England.html,Cicchetti,"215 Piccadilly, London W1J 9HL England","3,785","#1,169",+44 20 7494 9435,$$ - $$$,"[' Italian', ' Sicilian', ' Northern-Italian']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d4243005-Reviews-The_Duke_of_Wellington-London_England.html,The Duke of Wellington,"Notting Hill 179 Portobello Road, London W11 2ED England",605,"#1,197",+44 20 7727 6727,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3846295-Reviews-The_Duchy_Arms-London_England.html,The Duchy Arms,"63 Sancroft St Kennington, London SE11 5UG England",179,"#1,198",+44 20 7735 6340,$$ - $$$,"[' Bar', ' British', ' Pub']",11:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d731387-Reviews-Frontline_Club-London_England.html,Frontline Club,"13 Norfolk Place, London W2 1QJ England",426,"#1,199",+44 20 7046 7060,$$ - $$$,"[' Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']",11:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23752608-Reviews-Victoria_Taps-London_England.html,Victoria Taps,"27 Gillingham Street Westminster, London SW1V 1HP England",123,#35,+44 20 7096 6991,$$ - $$$,"[' Quick Bites', ' Brew Pub', ' Bar']",10:00 AM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13277746-Reviews-Parsons-London_England.html,Parsons,"39 Endell Street, London WC2H 9BA England",219,"#1,204",+44 20 3422 0221,$$ - $$$,"[' Seafood', ' British', ' Gluten Free Options']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3724386-Reviews-Jamon_Jamon_Belsize_Park-London_England.html,Jamon Jamon Belsize Park,"177 Haverstock Hill, London NW3 4QS England",297,"#3,495",+44 20 7483 4242,$$ - $$$,"[' International', ' Mediterranean', ' Spanish']",7:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d12358578-Reviews-Satyrio_Restaurant_Wine_Merchants-London_England.html,Satyrio Restaurant & Wine Merchants,"49 Aldgate High Street, London EC3N 1AL England",190,"#1,203",+44 20 7488 3334,$$$$,"[' Italian', ' Mediterranean', ' Wine Bar']",12:00 PM - 9:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d718590-Reviews-Daphne_s-London_England.html,Daphne's,"112 Draycott Avenue, London SW3 3AE England",835,"#1,203",+44 20 7589 4257,$$$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d929505-Reviews-New_Fortune_Cookie-London_England.html,New Fortune Cookie,"1 Queensway, London W2 4QJ England",508,"#1,205",+44 20 7727 7260,$$ - $$$,"[' Chinese', ' Asian', ' Cantonese']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3468435-Reviews-Burger_Lobster_Soho-London_England.html,Burger & Lobster Soho,"36-38 Dean Str, London W1D 4PS England","3,945","#1,204",+44 20 7432 4800,$$ - $$$,"[' American', ' Seafood', ' Gluten Free Options']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d8787164-Reviews-Miod_Malina-London_England.html,Miod Malina,"315 Horn Lane Acton, London W3 0BU England",100,"#1,207",+44 20 8896 1234,$,"[' Polish', ' European', ' Soups']",12:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d796599-Reviews-Benihana_Chelsea-London_England.html,Benihana Chelsea,"77 Kings Road Chelsea, London SW3 4NX England",636,"#2,586",+44 20 7376 7799,$$$$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10165006-Reviews-Padella-London_England.html,Padella,"6 Southwark Street, London SE1 1TQ England","1,430","#1,200",+ Add phone number,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",11:30 AM - 3:45 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1389784-Reviews-Spaghetti_House_Bryanston_Street-London_England.html,Spaghetti House Bryanston Street,"47 Bryanston Street, London W1H 7DN England","1,040","#1,214",+44 20 7724 9615,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",9:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1900184-Reviews-Busaba_Hoxton_Square-London_England.html,Busaba Hoxton Square,"319 Old Street Hoxton, London EC1V 9LE England",710,"#1,216",+44 20 7729 0808,$$ - $$$,"[' Asian', ' Thai', ' Vegetarian Friendly']",11:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13149344-Reviews-Osteria_Romana-London_England.html,Osteria Romana,"3-4 Park Close Knightsbridge, London SW1X 7PQ England","1,195",#167,+44 20 7584 5819,$$ - $$$,"[' Italian', ' Romana', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d14112677-Reviews-The_Jones_Family_Kitchen-London_England.html,The Jones Family Kitchen,"7-8 Eccleston Yard between Ebury Street and Eccleston Place, London SW1W 9AZ England",260,"#1,213",+44 20 3929 6000,$$ - $$$,"[' Steakhouse', ' British', ' Grill']",8:00 AM - 11:45 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1380820-Reviews-One_Twenty_One_Two-London_England.html,One Twenty One Two,"2 Whitehall Court The Royal Horseguards, London SW1A 2EJ England",950,"#1,214",+44 20 3343 4270,$$$$,"[' European', ' British', ' Contemporary']",6:30 AM - 10:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1389696-Reviews-The_Fortnum_s_Bar_Restaurant_at_The_Royal_Exchange-London_England.html,The Fortnum's Bar & Restaurant at The Royal Exchange,"The Courtyard, The Royal Exchange, London EC3V 3LR England",635,"#1,215",+44 20 7734 8040,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",2:30 AM - 4:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d11811519-Reviews-StreetXO-London_England.html,StreetXO,"15 Old Burlington Street No longer trading, London W1S 2JR England","1,248","#1,216",+44 20 3096 7555,$$$$,"[' International', ' European', ' Asian']",12:30 PM - 3:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3486190-Reviews-The_Argyll_Arms-London_England.html,The Argyll Arms,"18 Argyll Street, London W1F 7TP England",736,"#1,217",+44 20 7734 6117,$$ - $$$,"[' Bar', ' British', ' Pub']",10:00 AM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1389777-Reviews-Sheba-London_England.html,Sheba,"136 Brick Lane, London E1 6RU England",714,"#4,013",+44 20 7247 7824,$$ - $$$,"[' Indian', ' Asian', ' Bangladeshi']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7282993-Reviews-The_Royal_Automobile_Club-London_England.html,The Royal Automobile Club,"89 Pall Mall, London SW1Y 5HS England",234,"#1,219",+44 20 7930 2345,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 AM - 11:59 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6519169-Reviews-Connaught_Bar-London_England.html,Connaught Bar,"16 Carlos Place Mayfair, London W1K 2AL England",375,"#1,219", See all hours,$$$$,"[' Bar', ' British']",4:00 PM - 1:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1010139-Reviews-All_Bar_One_Picton_Place-London_England.html,All Bar One Picton Place,"5-6 Picton Place, London W1U 1BL England",194,"#1,220",+44 20 7487 0161,$$ - $$$,"[' Bar', ' International', ' British']",11:00 AM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g1466790-d20020826-Reviews-Grill_off_the_Green-Kew_Richmond_upon_Thames_Greater_London_England.html,Grill off the Green,"10B Kew Green, Kew, Richmond-upon-Thames TW9 3BH England",82,#4,+44 20 8948 4433,$$ - $$$,"[' Steakhouse', ' British', ' Vegetarian Friendly']",12:00 PM - 7:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d27531781-Reviews-Chuan_Young_Restaurant-London_England.html,Chuan Young Restaurant,"68-70 Southampton Row, London WC1B 4AR England",1,"#11,506",Email,Chinese,[],12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g2549055-d3205895-Reviews-Branded_Steaks-Beckenham_Greater_London_England.html,Branded Steaks,"51 High Street, Beckenham BR3 1AW England",458,#7,+44 20 8658 5757,$$ - $$$,"[' Steakhouse', ' British', ' Vegetarian Friendly']",11:30 AM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2014422-Reviews-Kish_Restaurant-London_England.html,Kish Restaurant,"7-9 Kilburn High Road, London NW6 5SD England",446,"#1,222",+44 20 7624 2525,$$ - $$$,"[' Middle Eastern', ' Persian', ' Vegetarian Friendly']",8:00 AM - 12:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7999757-Reviews-BAO_Soho-London_England.html,BAO Soho,"53 Lexington Street, London W1F 9AS England",955,"#1,223",+ Add phone number,$$ - $$$,"[' Asian', ' Taiwanese', ' Vegetarian Friendly']",12:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1381783-Reviews-The_Alfred_Tennyson_Pub_Belgravia-London_England.html,The Alfred Tennyson Pub Belgravia,"10 Motcomb Street, London SW1X 8LA England",677,"#1,224",+44 20 7730 6074,$$ - $$$,"[' Bar', ' European', ' British']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d719681-Reviews-Le_Cafe_du_Marche-London_England.html,Le Cafe du Marche,"22 Charterhouse Square Charterhouse Mews, London EC1M 6DX England",446,"#1,192",+44 20 7608 1609,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13173527-Reviews-Chimichurris-London_England.html,Chimichurris,"132 Southwark Bridge Road, London SE1 0DG England",176,#177,+44 20 7928 7414,$$ - $$$,"[' Steakhouse', ' Barbecue', ' Grill']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1044777-Reviews-The_Wellington-London_England.html,The Wellington,"351 Strand, London WC2R 0HS England","1,401","#1,225",+44 20 7836 2789,$$ - $$$,"[' Brew Pub', ' Bar', ' British']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d19234961-Reviews-River_Gardens_Cafe-London_England.html,River Gardens Café,"20 River Gardens Walk Greenwich, London SE10 0FZ England",126,"#1,227",+44 20 8858 0369,$$ - $$$,"[' Cafe', ' British', ' Contemporary']",8:00 AM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2456325-Reviews-Paradise_Indian_Restaurant-London_England.html,Paradise Indian Restaurant,"5 Denbigh Street, London SW1V 2HF England",459,"#1,228",+44 20 7834 8746,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 2:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2371412-Reviews-Banana_Tree_Soho-London_England.html,Banana Tree Soho,"103 Wardour Street, London W1F 0UG England","2,082","#1,229",+44 20 7437 1351,$$ - $$$,"[' Chinese', ' Asian', ' Thai']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7341059-Reviews-Miss_Tapas-London_England.html,Miss Tapas,"46 Choumert Road, London SE15 4SE England",204,"#1,231",+44 20 3689 5050,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d966189-Reviews-All_Bar_One_Regent_Street-London_England.html,All Bar One Regent Street,"289-293 Regent Street, London W1B 2HJ England",661,"#1,227",+44 20 7636 8197,$$ - $$$,"[' Bar', ' International', ' British']",9:00 AM - 11:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10428928-Reviews-Mercante-London_England.html,Mercante,"Piccadilly Sheraton Grand London Park Lane, London W1J 7BX England",293,"#1,233",+44 20 7499 6321,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",6:30 AM - 11:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d20139580-Reviews-Market_Halls_Oxford_Street-London_England.html,Market Halls Oxford Street,"9 Holles Street, London W1G 0BD England",42,"#5,821",+442045801290,$$ - $$$,"[' Mexican', ' Filipino', ' Sushi']",11:00 AM - 8:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6637143-Reviews-Lyle_s-London_England.html,Lyle's,"56 Shoreditch High Street Tea Building, London E1 6JJ England",528,"#1,240",+44 20 3011 5911,$$ - $$$,"[' European', ' British', ' Healthy']",12:00 PM - 2:15 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23659580-Reviews-Mosaic-London_England.html,Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d719686-Reviews-Le_Colombier-London_England.html,Le Colombier,"145 Dovehouse Street Chelsea Square, London SW3 6LB England",344,"#1,237",+44 20 7351 1155,$$$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1010322-Reviews-The_Carpenter_s_Arms-London_England.html,The Carpenter's Arms,"12 Seymour Place Marylebone, London W1H 7NE England",157,#36, See all hours,$,"[' Bar', ' Pub']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d720979-Reviews-Zafferano-London_England.html,Zafferano,"15 Lowndes Street, London SW1X 9EY England",890,"#1,238",+44 20 7235 5800,$$$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 8:45 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1501595-Reviews-Sicily_by_da_Scalzo-London_England.html,Sicily by da Scalzo,"2A Elizabeth Street, London SW1W 9RB England","1,404","#1,239",+44 20 7730 5498,$$ - $$$,"[' Italian', ' Sicilian', ' Southern-Italian']",9:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3450722-Reviews-Mimmo_La_Bufala-London_England.html,Mimmo La Bufala,"45a South End Road, London NW3 2QB England",619,"#1,242",+44 20 7435 7814,$$ - $$$,"[' Italian', ' Pizza', ' Neapolitan']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2484466-Reviews-Forty_Dean_Street-London_England.html,Forty Dean Street,"40 Dean Street, London W1D 4PX England",688,"#1,486",+44 20 7734 1853,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25068285-Reviews-Benihana_Covent_Garden-London_England.html,Benihana Covent Garden,"31 Maiden Ln Covent Garden, London WC2E 7JS England",79,"#2,996",+44 20 7494 2525,$$ - $$$,"[' Japanese', ' Steakhouse', ' Asian']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10831460-Reviews-Brioche_Coffee_Brunch-London_England.html,Brioche Coffee & Brunch,"187 North End Road, London W14 9NL England",147,"#1,243",+44 20 3092 7735,$,"[' Cafe', ' European', ' Healthy']",7:30 AM - 3:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6847140-Reviews-The_Craft_Beer_Co_Covent_Garden-London_England.html,The Craft Beer Co. - Covent Garden,"168 High Holborn, WC1V 7AA, London England",312,"#1,244",+44 20 7240 0431,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1389780-Reviews-Shilpa_Indian_Restaurant-London_England.html,Shilpa Indian Restaurant,"206 King Street Hammersmith, London W6 0RA England",435,"#1,246",+44 20 8741 3127,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2641744-Reviews-Hala-London_England.html,Hala,"29-30 Grand Parade, London N4 1LG England",579,"#1,246",+44 20 8802 4883,$$ - $$$,"[' Mediterranean', ' Barbecue', ' Turkish']",8:00 AM - 2:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d4086962-Reviews-Istanbul_Meze_Mangal-London_England.html,Istanbul Meze Mangal,"222 High Street Colliers Wood, London SW19 2BH England",534,"#1,248",+44 20 8543 3123,$$ - $$$,"[' Mediterranean', ' Turkish', ' Grill']",12:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d784337-Reviews-Maharaja_of_India-London_England.html,Maharaja of India,"19A Charing Cross Road, London WC2H 0ET England",387,#500,+44 20 3091 3500,$$ - $$$,"[' Indian', ' Beer restaurants', ' Vegetarian Friendly']",12:00 PM - 11:59 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d26836225-Reviews-Alessandros_Ristorante_Crystal_Palace-London_England.html,Alessandros Ristorante Crystal Palace,"66 Westow Hill Crystal Palace, London SE19 1RX England",52,"#1,250","66 Westow Hill Crystal Palace, London SE19 1RX England",$$ - $$$,[' Italian'],12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3543155-Reviews-Banana_Tree_Angel-London_England.html,Banana Tree Angel,"412-416 St John Street, London EC1V 4NJ England",550,"#1,247",+44 20 7278 7565,$$ - $$$,"[' Chinese', ' Asian', ' Thai']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23853595-Reviews-Smiths_of_Wapping-London_England.html,Smiths of Wapping,"22 Wapping High Street, London E1W 1NJ England",111,"#1,254",+44 20 7488 3456,$$$$,"[' Seafood', ' British', ' Vegetarian Friendly']",Open Hours Not Found
https://www.tripadvisor.com//Restaurant_Review-g186338-d21328398-Reviews-Cord_by_Le_Cordon_Bleu-London_England.html,Cord by Le Cordon Bleu,"85 Fleet Street, London EC4Y 1AE England",25,"#6,968", See all hours,$$$$,"[' International', ' European']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d11741146-Reviews-Mnky_Hse-London_England.html,Mnky Hse,"10 Dover Street, London W1S 4LQ England",831,"#1,250",+44 20 3870 4880,$$$$,"[' Mexican', ' Latin', ' Fusion']",6:00 PM - 2:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7182371-Reviews-All_Bar_One_The_O2-London_England.html,All Bar One The O2,"The O2, Unit 2 North Greenwich, London SE10 0DX England",532,"#1,258",+44 20 8305 9522,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7261794-Reviews-Sheila_s_Cafe-London_England.html,Sheila's Cafe,"24A Craven Terrace Lancester Mews, London W2 3QH England",387,#418,+44 20 7402 8065,$,"[' Cafe', ' British', ' Vegetarian Friendly']",7:00 AM - 4:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1421098-Reviews-FishWorks-London_England.html,FishWorks,"7-9 Swallow Street, London W1B 4DE England","1,169","#1,256",+44 20 7734 5813,$$ - $$$,"[' Seafood', ' Mediterranean', ' European']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d731531-Reviews-The_Gun_Docklands-London_England.html,"The Gun, Docklands","27 Cold Harbour Docklands, London E14 9NS England","1,166","#1,259",+44 20 7519 0075,$$ - $$$,"[' Bar', ' British', ' Pub']",11:30 AM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2666060-Reviews-The_Princess_of_Wales-London_England.html,The Princess of Wales,"27 Villiers Street, London WC2N 6ND England",467,"#1,262",+44 20 7484 0748,$$ - $$$,"[' British', ' Grill', ' Pub']",10:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2044154-Reviews-Cote_St_Paul_s-London_England.html,Côte St Paul's,"26 Ludgate Hill, London EC4M 7DR England",883,"#1,260",+44 20 7236 4399,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",8:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d20139580-Reviews-Market_Halls_Oxford_Street-London_England.html,Market Halls Oxford Street,"9 Holles Street, London W1G 0BD England",42,"#5,821",+442045801290,$$ - $$$,"[' Mexican', ' Filipino', ' Sushi']",11:00 AM - 8:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1017635-Reviews-The_Footman-London_England.html,The Footman,"5 Charles Street, London W1J 5DF England",507,"#1,266",+44 20 7499 2988,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3527490-Reviews-Bucks_Head-London_England.html,Bucks Head,"202 Camden High Street Camden Town, London NW1 8QR England",274,#37,+44 20 7284 1513,$$ - $$$,"[' Quick Bites', ' Bar', ' British']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1007175-Reviews-St_John-London_England.html,St. John,"26 St. John St, London EC1M 4AY England","1,197","#1,264",+44 20 7251 0848,$$ - $$$,"[' European', ' British', ' Gluten Free Options']",12:00 PM - 3:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d12592292-Reviews-Steakout_Stratford-London_England.html,Steakout Stratford,"150 The Grove, London E15 1NS England",123,"#7,018",+44 20 8534 1727,$$ - $$$,"[' Steakhouse', ' Grill', ' Halal']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1867592-Reviews-Franco_Manca-London_England.html,Franco Manca,"144 Chiswick High Road, London W4 1PU England","1,372","#1,241",+44 20 8747 4822,$,"[' Italian', ' Pizza', ' Neapolitan']",11:30 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d783341-Reviews-St_John_Bread_and_Wine-London_England.html,St. John Bread and Wine,"94-96 Commercial Street, London E1 6LZ England",712,"#1,267",+44 20 7251 0848,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d15081009-Reviews-Kerridge_s_Bar_Grill-London_England.html,Kerridge's Bar & Grill,"No. 10 Northumberland Avenue, London WC2N 5AE England","1,046","#1,268",+44 20 7321 3244,$$$$,"[' British', ' Vegetarian Friendly', ' Gluten Free Options']",12:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1516578-Reviews-Bistro_Benito-London_England.html,Bistro Benito,"166 Earls Court Road, London SW5 9QQ England",723,"#1,271",+44 7952 427573,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",Open Hours Not Found
https://www.tripadvisor.com//Restaurant_Review-g186338-d733535-Reviews-Troubadour_London-London_England.html,Troubadour London,"265 Old Brompton Road Earls Court, London SW5 9JA England",667,"#1,272",+44 20 7341 6333,$$ - $$$,"[' Bar', ' International', ' European']",10:00 AM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25267231-Reviews-The_Pine-London_England.html,The Pine,"Winchester House 259-269 Old Marylebone Road, London NW1 5RA England",15,"#6,607",+44 20 3556 9960,$$ - $$$,"[' Lebanese', ' Mediterranean', ' Grill']",11:00 AM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d26226527-Reviews-Lopen_Raj_Winchmore_Hill-London_England.html,Lopen Raj Winchmore Hill,"828- 830 Green lanes, London N21 2RT England",19,"#7,227",+44 20 3927 7717,$$ - $$$,"[' Mexican', ' Indian', ' Asian']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6635056-Reviews-Fig_Tree_Cafe-London_England.html,Fig Tree Cafe,"228 Saint Paul's Road, London N1 2LJ England",118,"#1,275",+44 7342 740103,$,"[' Cafe', ' Mediterranean', ' European']",7:30 AM - 5:00 PM
